pl_name,pl_orbsmax,pl_orbeccen,st_dist,pl_eqt,pl_masse,pl_rade,st_metfe
Kepler-979 b,,,606,,,2.72,-0.02
Kepler-98 b,,,353.87,,3.55,1.99,0.18
Kepler-980 b,,,804,,,2.67,0.01
Kepler-981 b,,,913,,,2.31,0.01
Kepler-982 b,,,702,,,2.25,0.05
Kepler-983 b,,,655,,,2.36,0.12
Kepler-984 b,,,461,,,2.12,0.04
Kepler-985 b,,,741,,,2.98,0
Kepler-986 b,,,563,,,2.36,0.04
Kepler-987 b,,,936,,,3.26,0.01
Kepler-988 b,,,248,,,2.07,-0.32
Kepler-989 b,,,484,,,2.21,0.01
Kepler-99 b,,,209.63,,6.15,1.48,0.18
Kepler-990 b,,,933,,,2.6,0.01
Kepler-990 c,,,933,,,1.53,0.01
Kepler-991 b,,,370,,,2.54,-0.25
Kepler-992 b,,,268,,,1.62,-0.04
Kepler-993 b,,,298,,,2.97,0.03
Kepler-994 b,,,170,,,1.6,-0.13
Kepler-995 b,,,659,,,2.7,-0.07
Kepler-996 b,,,1098,,,1.98,0.03
Kepler-997 b,,,470,,,1.36,0.05
Kepler-998 b,,,996,,,2.32,0.07
Kepler-999 b,,,568,,,2.34,0.05
L 168-9 b,0.02091,0.21,25.17,965,4.6,1.39,0.04
L 98-59 b,0.02282,0.12,10.62,610,1.01,0.8,-0.5
L 98-59 c,0.0317,0.07,10.62,517,2.42,1.35,-0.5
L 98-59 d,0.0506,0.09,10.62,409,2.31,1.57,-0.5
LHS 1140 b,0.0936,0.06,14.99,235,6.98,1.727,-0.24
LHS 1140 c,0.02675,0.31,14.99,438,1.81,1.282,-0.24
LHS 1815 b,0.0404,0,29.87,617,8.7,1.088,-0.12
LHS 3844 b,0.00622,,14.9,805,,1.303,
LP 791-18 b,0.00969,0,26.49,650,,1.12,-0.09
LP 791-18 c,0.029392,0,26.49,370,,2.31,-0.09
LSPM J2116+0234 b,0.0876,0.183,17.64,,,,-0.05
LTT 1445 A b,0.03807,0.19,6.87,433,2.2,1.38,-0.34
LkCa 15 b,14.7,,158.87,,,,
LkCa 15 c,18.6,,158.87,,,,
Lupus-TR-3 b,0.0464,0,2000,,257.431,9.976,
MASCARA-1 b,0.043,0,188.7,2570,1175.971,16.814,0
MASCARA-4 b,0.047,0,171.54,2100,985.273,17.15,0
MOA-2007-BLG-192L b,0.62,,1000,,3.3,,
MOA-2007-BLG-400L b,0.72,,5800,103,263.79,,
MOA-2008-BLG-310L b,1.61,,7700,,23.4,,
MOA-2008-BLG-379L b,2.7,,3300,,1303.103,,
MOA-2009-BLG-266L b,3.2,,3040,,10.4,,
MOA-2009-BLG-319L b,2.4,,6100,,50,,
MOA-2009-BLG-387L b,1.8,,5690,,826.358,,
MOA-2010-BLG-073L b,1.21,,2800,,3496,,
MOA-2010-BLG-117L b,2.9,,3500,,171.6282,,
MOA-2010-BLG-328L b,0.92,,810,,9.2,,
MOA-2010-BLG-353L b,1.72,,6430,,85.8141,,
MOA-2010-BLG-477L b,2,,2300,,476.7,,
MOA-2011-BLG-028L b,4.14,,7380,,30,,
MOA-2011-BLG-262L b,0.95,,7000,,17,,
MOA-2011-BLG-291L b,0.69,,4400,,18,,
MOA-2011-BLG-293L b,1.1,,7720,,1525.5,,
MOA-2011-BLG-322L b,4.3,,7560,,3686.7,,
MOA-2012-BLG-006L b,10.2,,5300,,2669.772,,
MOA-2012-BLG-505L b,0.9,,7210,,6.7,,
MOA-2013-BLG-605L b,0.94,,,,3.2,,
MOA-2015-BLG-337L b,0.24,,7100,,33.7,,
MOA-2016-BLG-227L b,1.67,,6500,,889.924,,
MOA-2016-BLG-319L b,0.95,,6800,,197.0546,,
MOA-bin-1L b,8.3,,5100,,1175.9,,
MOA-bin-29 b,0.48,,7120,,190.698,,
MXB 1658-298 b,1.613,,,,7532.571,,
NGC 2682 Sand 364 b,0.53,0.35,837.03,,,,-0.02
NGC 2682 Sand 978 b,,0.16,842.01,,,,
NGC 2682 YBP 1194 b,,0.3,895.73,,,,
NGC 2682 YBP 1514 b,,0.28,939.38,,,,
NGC 2682 YBP 401 b,,0.15,851.36,,,,
NGTS-1 b,0.0326,0.016,224,790,258.07796,14.908,0
NGTS-10 b,0.0143,0,324.7,1332,687.14846,13.507,-0.02
NGTS-2 b,0.063,0,360.3,1468,235.1942,17.878,-0.06
NGTS-3 A b,0.023,,1010,,756.4354,16.589,0.12
NGTS-4 b,0.019,0,282.6,1650,20.6,3.18,-0.28
NGTS-5 b,0.0382,0,309.5,952,72.78307,12.733,0.12
NGTS-6 b,0.01677,0,311.03,1284,425.57437,14.863,0.11
NGTS-8 b,0.035,0.01,434.28,1345,295.5819,12.218,0.24
NGTS-9 b,0.058,0.06,619.74,1448,921.707,11.994,0.31
NN Ser c,5.35,0.08,500,,2329.6,,
NN Ser d,3.43,0.19,500,,731,,
NSVS 14256825 b,3.12,0.12,838.31,,,,
NY Vir b,,0.15,551.99,,,,
NY Vir c,,0.15,551.99,,,,
OGLE-2003-BLG-235L b,4.3,,5800,,826.358,,
OGLE-2005-BLG-071L b,3.6,,3200,55,1207.7,,
OGLE-2005-BLG-169L b,3.5,,4100,,14.1,,
OGLE-2005-BLG-390L b,2.6,,6600,50,5.5,,
OGLE-2006-BLG-109L b,2.3,,1510,,231,,
OGLE-2006-BLG-109L c,4.5,0.15,1510,,86,,
OGLE-2007-BLG-349L AB c,2.59,,2760,,80,,
OGLE-2007-BLG-368L b,3.3,,5900,,20,,
OGLE-2008-BLG-092L b,18,,8100,,56.6,,
OGLE-2008-BLG-355L b,1.7,,6800,,1462,,
OGLE-2011-BLG-0173L b,8,,6100,,60.3877,,
OGLE-2011-BLG-0251L b,2.72,,2570,,168.44,,
OGLE-2011-BLG-0265L b,1.89,,4380,,279.68,,
OGLE-2012-BLG-0026L b,4,,4019,,46.08535,,
OGLE-2012-BLG-0026L c,4.8,,4019,,273.3338,,
OGLE-2012-BLG-0358L b,0.87,,1760,,587.96,,
OGLE-2012-BLG-0406L b,3.45,,4970,,867.64,,
OGLE-2012-BLG-0563L b,0.9,,1300,,123,,
OGLE-2012-BLG-0724L b,1.6,,6700,,149.3801,,
OGLE-2012-BLG-0950L b,2.7,,3000,,35,,
OGLE-2013-BLG-0102L b,0.8,,3040,,3994.486,,
OGLE-2013-BLG-0132L b,3.6,,3900,,92.1707,,
OGLE-2013-BLG-0341L B b,0.702,,1161,,1.66,,
OGLE-2013-BLG-0911L b,0.39,,3220,,3022.5633,,
OGLE-2013-BLG-1721L b,2.6,,6300,,203.4112,,
OGLE-2013-BLG-1761L b,1.8,,6900,,858.141,,
OGLE-2014-BLG-0124L b,3.11,,4100,,162.09,,
OGLE-2014-BLG-0676L b,4.4,,2220,,982.0947,,
OGLE-2014-BLG-1722L b,1.9,,6400,,55.3,,
OGLE-2014-BLG-1722L c,2.5,,6400,,83.7,,
OGLE-2014-BLG-1760L b,1.75,,6860,,177.9848,,
OGLE-2015-BLG-0051L b,0.73,,8200,,228.8376,,
OGLE-2015-BLG-0954L b,1.6,,600,,1080.622,,
OGLE-2015-BLG-0966L b,2.1,,2500,,21,,
OGLE-2015-BLG-1649L b,2.07,,4230,,807.2882,,
OGLE-2015-BLG-1670L b,2.62,,6700,,17.9,,
OGLE-2016-BLG-0263L b,5.4,,6500,,1303.103,,
OGLE-2016-BLG-0613L AB b,6.4,,3410,,1328.5294,,
OGLE-2016-BLG-1067L b,1.7,,3730,,136.6669,,
OGLE-2016-BLG-1190L b,2.17,,6770,,4252.5654,,
OGLE-2016-BLG-1195L b,1.16,,3910,,1.43,,
OGLE-2016-BLG-1227L b,3.4,,,,251.0857,,
OGLE-2017-BLG-0173L b,3.913,,4705,,3.269,,
OGLE-2017-BLG-0373L b,2.424,,5915,,127.44983,,
OGLE-2017-BLG-0482L b,1.8,,5800,,9,,
OGLE-2017-BLG-1140L b,1.02,,,,505.3497,,
OGLE-2017-BLG-1434L b,1.18,,860,,4.44962,,
OGLE-2017-BLG-1522L b,0.59,,,,238.3725,,
OGLE-2018-BLG-0596L b,0.97,,5650,,13.93,,
OGLE-2018-BLG-0740L b,6.1,0,3200,,1525.584,,-0.24
OGLE-2018-BLG-1011L b,1.8,,7100,,572.094,,
OGLE-2018-BLG-1011L c,0.8,,7100,,889.924,,
OGLE-TR-056 b,0.02383,,282.84,2212,441.77,15.278,
OGLE-TR-10 b,0.0434,,1386.23,,197.046,14.011,
OGLE-TR-111 b,0.0473,,1096.98,,,11.422,
OGLE-TR-113 b,0.02289,,600,,400.449,12.251,
OGLE-TR-132 b,0.03035,,2500,2013,375.02,13.45,0.37
OGLE-TR-182 b,0.051,0,2669.56,,320.995,12.666,
OGLE-TR-211 b,0.051,0,1574.54,,327.351,15.244,
OGLE2-TR-L9 b,0.0308,,1704.36,,1430.175,18.046,
Oph 11 b,243,,125,2175,4449.62,,
PDS 70 b,22,,113.43,1200,2542.64,14.572,
PDS 70 c,34.5,,113.43,,,,
PH1 b,0.652,0.0702,1000,481,169,6.18,0.21
PH2 b,0.828,0.41,347.27,281,,10.12,-0.078
POTS-1 b,0.03734,,1200,,734.16,10.548,-0.03
PSR B0329+54 b,10.26,0.236,504.93,,,,
PSR B1257+12 b,0.19,0,600,,0.02,,
PSR B1257+12 c,0.36,0.0186,600,,4.3,,
PSR B1257+12 d,0.46,,600,,3.9,,
PSR B1620-26 b,23,,,,794.575,,
PSR J1719-1438 b,0.0044,0.06,1200,,382.8,,
PSR J2322-2650 b,0.0102,0.0017,230,,,,
Pr0201 b,0.06,0,181.54,,,,0.19
Pr0211 b,0.03176,0.011,183.68,,,,0.18
Pr0211 c,5.5,0.71,183.68,,,,0.18
Proxima Cen b,0.0485,0.35,1.3,234,,,
Qatar-1 b,0.02332,0,186.61,1418,411.27202,12.812,0.171
Qatar-10 b,0.0286,0,539,1955,233.92288,17.295,0.016
Qatar-2 b,0.02153,0,182.32,1344,792.635,14.056,0.02
Qatar-3 b,0.03783,0,750.99,1681,1369.8473,12.285,-0.041
Qatar-4 b,0.02803,0,332.17,1385,1938.763,12.722,0.103
Qatar-5 b,0.04127,0,371.39,1415,1373.0256,12.408,0.377
Qatar-6 b,0.0423,0,101.14,1006,212.31044,11.904,-0.025
Qatar-7 b,0.0352,0,725,2053,597.5204,19.055,0.276
Qatar-8 b,0.0474,0,276.7,1457,117.91493,14.404,0.025
Qatar-9 b,0.0234,0,211.4,1134,378.2177,11.31,0.252
ROXs 12 b,210,,137.19,,5085,,
ROXs 42 B b,157,,135,1975,2860,,
RR Cae b,5.3,0,21.2,,,,
Ross 128 b,0.0496,0.116,3.38,301,,,-0.02
Ross 458 c,1168,,11.51,,1997.59,13.675,
SR 12 AB c,,,112.32,,4131.62,,
SWEEPS-11 b,0.03,,8500,,3082.82,12.666,
SWEEPS-4 b,0.055,,8500,,1207.7,9.079,
TAP 26 b,0.0968,,147,,,,
TCP J05074264+2447555 b,0.5,,380,,9.2,,
TOI-1130 b,0.04394,0.22,58.36,810,,3.65,0.2
TOI-1130 c,0.07098,0.047,58.36,637,309.56642,16.814,0.2
TOI-125 b,0.05186,0.194,111.4,1037,9.5,2.726,-0.02
TOI-125 c,0.0814,0.066,111.4,828,6.63,2.759,-0.02
TOI-125 d,0.137,0.168,111.4,638,13.6,2.93,-0.02
TOI-132 b,0.026,0.059,164.47,1395,22.4,3.42,0.16
TOI-150.01,0.07037,0.262,336,1405,797.7533,14.067,0.28
TOI-163 b,0.058,0,416.5,1669,387.7526,16.69,0.22
TOI-172 b,0.0914,0.3806,336.47,1198,1722.6386,10.817,0.148
TOI-216.01,0.2069,0.029,178.84,497,200,11.29,0.32
TOI-216.02,0.1293,0.132,178.84,628,30,7.69,0.32
TOI-270 b,0.0306,0,22.45,528,,1.247,-0.17
TOI-270 c,0.0472,0,22.45,424,,2.42,-0.17
TOI-270 d,0.0733,0,22.45,340,,2.13,-0.17
TOI-813 b,0.423,0,265.15,610,,6.71,0.1
TRAPPIST-1 b,0.01111,0.081,12.43,400,0.85,1.086,0.04
TRAPPIST-1 c,0.01521,0.083,12.43,342,1.38,1.056,0.04
TRAPPIST-1 d,0.02144,0.07,12.43,288,0.41,0.772,0.04
TRAPPIST-1 e,0.02817,0.085,12.43,251,0.62,0.918,0.04
TRAPPIST-1 f,0.0371,0.063,12.43,219,0.68,1.045,0.04
TRAPPIST-1 g,0.0451,0.061,12.43,199,1.34,1.127,0.04
TRAPPIST-1 h,,,12.43,173,,0.752,0.04
TYC 1422-614-1 b,0.69,0.06,759,,,,-0.2
TYC 1422-614-1 c,1.37,0.048,759,,,,-0.2
TYC 3318-01333-1 b,1.414,0.098,497.41,,,,-0.06
TYC 3667-1280-1 b,0.21,0.036,481,1350,,,-0.08
TYC 4282-00605-1 b,0.422,0.28,700,,,,-0.07
TYC 8998-760-1 b,162,,94.6,,4449.62,,
Teegarden's Star b,0.0252,0,3.83,,,,-0.19
Teegarden's Star c,0.0443,0,3.83,,,,-0.19
TrES-1 b,,0,160.39,,266.9772,12.666,0.02
TrES-2 b,,0,216.66,,473.5667,15.244,-0.15
TrES-3 b,0.02282,0,228,,607.03,14.975,
TrES-4 b,,0,523.7,,247.9074,18.046,0.14
TrES-5 b,0.02459,,364.1,1480,568.9157,13.384,0.2
UKIRT-2017-BLG-001L b,4.18,,6300,,406.8224,,
USco CTIO 108 b,670,,144.29,,4449.62,,
USco1556 b,3500,,141,2240,4767.45,,
USco1621 b,2880,,138,2270,5085.28,,
UZ For b,5.9,0.04,239.6,,2002.2,,
UZ For c,2.8,0.05,239.6,,2447.2,,
V0391 Peg b,1.7,0,1400,,,,
V1298 Tau b,0.1688,0.29,108.5,677,,10.27,
V1298 Tau c,0.0825,0.43,108.5,968,,5.59,
V1298 Tau d,0.1083,0.21,108.5,845,,6.41,
V1298 Tau e,0.308,0.57,108.5,492,,8.74,
V830 Tau b,0.057,,150,,222.481,,
VHS J125601.92-125723.9 b,102,,12.7,,3559.696,,
WASP-1 b,0.03889,0,397.29,,271.415,16.623,
WASP-10 b,0.03781,,141.57,1370,1001.12,12.106,
WASP-100 b,,0,368.28,,400.4658,14.908,-0.03
WASP-101 b,,0,202.39,,162.0933,16.029,0.2
WASP-103 b,0.01985,,470,2508,473.547,17.127,0.06
WASP-104 b,0.02918,0,143,1516,404.263,12.745,0.32
WASP-105 b,0.075,0,252.52,900,572.094,10.761,0.28
WASP-106 b,,0,355.69,,514.8846,11.433,-0.09
WASP-107 b,0.055,0,64.86,770,38.1396,10.536,0.02
WASP-11 b,,0,125.12,,251.0857,12.442,0
WASP-113 b,0.05885,0,360,1496,150.96925,15.793,0.1
WASP-114 b,0.02851,0.012,460,2043,562.24127,15.009,0.14
WASP-117 b,,0.3,158.69,,95.349,11.882,-0.11
WASP-118 b,0.05453,0,380.53,1729,163.36462,16.141,0.16
WASP-119 b,0.0363,0.058,333,1600,390.9309,15.693,0.14
WASP-12 b,0.0232,,432.48,2593,465.62095,21.712,
WASP-120 b,0.0514,0.057,437,1880,1541.4755,16.511,-0.05
WASP-121 b,0.02544,0,270,2358,375.99289,20.905,0.13
WASP-123 b,0.04263,0,214,1520,285.72917,14.773,0.18
WASP-124 b,0.0449,0.017,433,1400,190.698,13.899,-0.02
WASP-126 b,,,234,,90.3,,
WASP-126 c,,0.05,234,,64.2,,
WASP-127 b,0.052,,102,1400,57.2094,15.356,-0.18
WASP-129 b,0.0628,0.096,246,1100,317.83,10.424,0.15
WASP-13 b,,0,228.99,,114.4188,13.675,0
WASP-130 b,0.1012,0,180,833,390.9309,9.976,0.26
WASP-131 b,0.0607,0,250,1460,85.8141,13.675,-0.18
WASP-132 b,0.067,0,120,763,130.3103,9.752,0.22
WASP-133 b,0.0345,0.17,547,1790,368.6828,13.563,0.29
WASP-135 b,0.0243,0,300,,603.877,14.572,0.02
WASP-136 b,0.0661,,164,1742,479.9233,15.468,-0.18
WASP-138 b,0.0494,,308,1590,387.7526,12.218,-0.09
WASP-139 b,0.062,0,230,910,37.18611,8.967,0.2
WASP-14 b,,0.09,162.75,,2809.6172,15.468,0
WASP-140 b,0.0323,0.047,180,1320,775.5052,16.141,0.12
WASP-141 b,0.0469,0,570,1540,854.9627,13.563,0.29
WASP-142 b,0.0347,0,840,2000,266.9772,17.15,0.26
WASP-144 b,0.0316,0,358.72,1260,139.8452,9.528,0.18
WASP-145 A b,0.0261,0,91.54,1200,282.8687,10.088,-0.04
WASP-147 b,0.0549,0,426,1404,87.40325,12.498,0.092
WASP-15 b,,0,284.35,,171.6282,15.805,-0.17
WASP-151 b,0.055,0.003,458.91,1290,98.5273,12.666,0.1
WASP-153 b,0.048,0.009,430,1700,123.9537,17.374,0.34
WASP-156 b,0.0453,0.007,140,970,40.68224,5.717,0.24
WASP-157 b,0.0499,,337.71,1193,,11.19,0.25
WASP-158 b,0.0517,0,532.92,1590,886.7457,11.994,0.24
WASP-159 b,0.0538,0,730.5,1850,174.8065,15.468,0.22
WASP-16 b,,0,195.2,,394.1092,13.675,0.01
WASP-160 B b,0.0452,0,284,1119,88.35674,12.218,0.27
WASP-161 b,0.0673,,346.46,1557,791.3967,12.812,0.16
WASP-162 b,0.0871,0.434,313.6,910,1652.716,11.209,0.28
WASP-163 b,0.0266,,263.29,1638,594.3421,13.473,-0.34
WASP-164 b,0.02818,0,322,1610,676.9779,12.644,-0.01
WASP-165 b,0.04823,0,583,1624,209.13214,14.123,0.33
WASP-166 b,0.0641,0,113,1270,32.10083,7.062,0.19
WASP-167 b,0.0365,,381,2329,2542.64,17.71,0.1
WASP-168 b,0.0519,0,306.63,1340,133.4886,16.814,-0.01
WASP-169 b,0.0681,0,638.38,1604,178.30263,14.617,0.06
WASP-17 b,,0,410.41,,247.9074,20.961,-0.25
WASP-170 b,0.0337,,308.27,1422,508.528,12.285,0.22
WASP-171 b,0.0504,0,774.33,1642,344.52772,10.985,0.04
WASP-172 b,0.0694,0,546.02,1740,149.3801,17.598,-0.1
WASP-173 A b,0.0248,0,234.54,1880,1172.7927,13.451,0.16
WASP-174 b,0.0559,,414.69,1490,413.179,14.572,0.09
WASP-175 b,0.04403,0,638.38,1571,314.6517,13.54,0.15
WASP-177 b,0.03957,,178,1142,161.45764,17.71,0.25
WASP-178 b,0.0558,0,418,2470,527.5978,20.288,0.21
WASP-18 b,0.02,,123.92,,3314.82,,
WASP-18 c,0.035,0.015,123.92,,55.2,,
WASP-180 A b,0.048,0,255.8,1540,286.047,13.899,0.1
WASP-181 b,0.05427,,443,1186,95.03117,13.271,0.09
WASP-182 b,0.0451,0,330.64,1479,47.03884,9.528,0.27
WASP-183 b,0.04632,,328,1111,159.55066,16.477,-0.31
WASP-184 b,0.0627,0,640,1480,181.1631,14.908,0.12
WASP-185 b,0.0904,0.24,275,1160,311.4734,14.011,-0.02
WASP-19 b,0.01634,0.002,270.41,2520,339.76027,15.603,0.15
WASP-190 b,0.0663,0,550.76,1500,317.83,12.89,-0.02
WASP-192 b,0.0408,0,495,1620,731.009,13.787,0.14
WASP-2 b,0.03144,,153.89,1311,295.89973,12.117,0.12
WASP-20 b,0.06,0,210,1379,98.841,16.388,-0.008
WASP-21 b,0.052,0,260.33,,95.345,11.99,-0.46
WASP-22 b,,0.02,320.5,,212.9461,13.787,-0.05
WASP-23 b,0.0376,0.062,208.74,,280.95,10.783,
WASP-24 b,,0,325.05,,394.1092,15.468,0
WASP-25 b,,0,212.7,,139.8452,11.994,-0.05
WASP-26 b,,0,254.51,,270.1555,13.563,0.16
WASP-28 b,0.04469,0,410,1468,288.26,13.597,-0.29
WASP-29 b,,0.03,87.82,,73.1009,8.631,0.11
WASP-3 b,,0,232.7,,772.3269,15.917,0
WASP-31 b,0.04659,0,360,,151.916,17.363,
WASP-32 b,,0,278.17,,835.8929,10.761,-0.13
WASP-33 b,0.0239,,122.36,2782,665.21819,17.856,
WASP-34 b,,0.04,132.59,,177.9848,11.209,-0.02
WASP-35 b,,0,203.39,,225.6593,14.572,-0.15
WASP-36 b,0.02677,,390.64,1733,750.39663,14.874,-0.26
WASP-37 b,0.0446,0,343,,572.07,13.002,
WASP-38 b,,0.03,136.77,,1093.3352,13.787,-0.02
WASP-39 b,0.0486,0,230,,88.989,14.235,
WASP-4 b,0.0226,0,269.21,,376.94638,14.807,-0.07
WASP-41 b,,0,164.14,,270.1555,12.33,0.06
WASP-41 c,1.07,0.294,164.14,241,,,0.06
WASP-42 b,0.0561,,178.19,1021,167.49641,12.576,0.29
WASP-43 b,0.0142,0,80,,565.714,10.424,
WASP-44 b,0.03453,,368.31,1337,276.5121,12.33,-0.003
WASP-45 b,0.03963,,212.48,1153,306.38812,10.604,-0.03
WASP-46 b,0.02335,,379.36,1636,607.0553,13.159,-0.3
WASP-47 b,,,266.69,,363.1,12.63,0.38
WASP-47 c,1.393,0.296,266.69,,,,0.38
WASP-47 d,,0.014,266.69,,13.1,3.576,0.38
WASP-47 e,,,266.69,,6.83,1.81,0.38
WASP-48 b,,0,460.14,,254.264,16.814,-0.12
WASP-49 b,,0,195.64,,117.5971,12.442,-0.23
WASP-5 b,0.0267,0.038,311.88,1706,502.15,12.184,0.09
WASP-50 b,0.0293,,185.82,1395,466.8287,13.07,
WASP-52 b,0.0272,0,140,1315,146.2,14.24,0.03
WASP-53 b,0.04101,0.03,202.51,1053,677.61356,12.038,0.22
WASP-53 c,3.73,0.8369,202.51,,,,0.22
WASP-54 b,,0.07,253.03,,187.5197,17.71,-0.27
WASP-55 b,,0,299.97,,193.8763,14.908,-0.2
WASP-56 b,,0,323.99,,143.0235,10.536,0.12
WASP-57 b,0.03769,,402.8,1338,204.68252,11.769,-0.25
WASP-58 b,,0,292.85,,308.2951,16.029,-0.45
WASP-59 b,0.0697,0.1,125,670,274.276,8.687,-0.15
WASP-6 b,,0.05,198.23,,117.5971,11.545,-0.2
WASP-60 b,,0,436.37,,174.8065,9.864,-0.04
WASP-61 b,,0,495.63,,851.7844,15.805,-0.1
WASP-62 b,,0,176.53,,165.2716,14.796,0.04
WASP-63 b,,0,293.13,,117.5971,15.805,0.08
WASP-64 b,0.02648,0,350,1689,403.945,14.247,-0.08
WASP-65 b,0.0334,0,310,1480,492.62,12.464,-0.07
WASP-66 b,,0,507.18,,746.9005,15.693,-0.31
WASP-67 b,,0,190.49,,136.6669,12.89,-0.07
WASP-68 b,,0,227.87,,343.2564,14.796,0.22
WASP-69 b,,0,50.03,,92.1707,12.442,0.15
WASP-7 b,0.0617,,163.05,1487,305.1168,14.908,0
WASP-70 A b,0.04853,0,245,1387,187.512,13.047,-0.006
WASP-71 b,,0,366.45,,441.7837,13.227,0.15
WASP-72 b,,0,440.17,,731.009,14.46,-0.06
WASP-73 b,,0,319.57,,908.9938,15.917,0.14
WASP-74 b,,0,149.85,,228.8376,15.244,0.39
WASP-75 b,0.0375,0,260,1710,340.06,14.235,0.07
WASP-76 b,0.033,0,120,2160,292.4036,20.512,0.23
WASP-77 A b,,0,105.47,,727.8307,15.468,-0.34
WASP-78 b,,0,771.13,,352.7913,21.633,-0.35
WASP-79 b,,0,248.45,,270.1555,18.719,0.03
WASP-8 b,,0.31,90.19,,807.2882,12.666,0.17
WASP-8 c,5.28,0,90.19,,,,0.17
WASP-80 b,0.0344,0.002,49.86,825,170.99254,11.198,-0.13
WASP-81 b,0.03908,0.066,402.96,1623,231.69807,16.018,-0.36
WASP-82 b,,0,277.84,,371.8611,18.159,0.12
WASP-83 b,0.059,0,300,1120,95.349,11.657,0.29
WASP-84 b,0.0771,0,125,797,220.565,10.559,0
WASP-85 A b,0.039,0,142.46,1452,402.05495,13.899,
WASP-87 b,0.02946,0,300.92,,692.8694,15.524,
WASP-88 b,,0,531.61,,133.4886,16.365,-0.08
WASP-89 b,0.0427,0.193,293.38,1120,1875.197,11.657,0.15
WASP-90 b,0.0562,0,340,1840,200.2329,18.271,0.11
WASP-91 b,0.037,0,150.59,1160,425.8922,11.545,0.19
WASP-92 b,0.0348,0,530,1871,255.85315,16.376,0
WASP-93 b,0.04211,0,250,1942,467.2101,17.901,0.07
WASP-94 A b,,0,212.46,,158.915,17.71,0.26
WASP-94 B b,0.0335,0,180,,,,0.23
WASP-95 b,,0,138.09,,457.6752,13.787,0.14
WASP-96 b,0.0453,0,356.02,1285,152.55,13.45,0.14
WASP-97 b,,0,151.73,,432.2488,12.778,0.23
WASP-98 b,0.03762,,284.05,1171,293.03926,12.823,-0.49
WASP-99 b,,0,159.39,,772.3269,11.433,0.21
WD 0806-661 b,2500,,19.2,323,2383.6,,
WISEP J121756.91+162640.2 A b,8,,10.1,450,6992,10.468,
WTS-1 b,0.047,0.1,3200,1500,1274.44,16.7,-0.5
WTS-2 b,0.01855,0,1000,2000,355.9696,15.278,0.2
Wolf 1061 b,0.0375,0.15,4.31,,,,-0.09
Wolf 1061 c,0.089,0.11,4.31,,,,-0.09
Wolf 1061 d,0.47,0.55,4.31,,,,-0.09
Wolf 503 b,0.0571,,44.58,805,,2.03,-0.47
XO-1 b,,0,164.33,,263.7989,12.778,0.02
XO-2 N b,0.0368,,154.94,,179.89178,11.131,
XO-2 S b,0.13,0.18,152.06,,,,0.39
XO-2 S c,0.4756,0.1528,152.06,,,,0.39
XO-3 b,,0.29,214.31,,2316.9807,15.805,-0.18
XO-4 b,,0,274.79,,451.3186,14.011,-0.04
XO-5 b,0.0515,0,278.37,1230,378.2,12.78,0.05
XO-6 b,0.0815,0,237.06,1577,1398.452,23.203,-0.07
XO-7 b,0.04421,0.038,234.1,1743,225.34147,15.39,0.432
YZ Cet b,0.01557,0,3.6,,,,-0.26
YZ Cet c,0.0209,0.04,3.6,,,,-0.26
YZ Cet d,0.02764,0.129,3.6,,,,-0.26
alf Ari b,1.2,0.25,20.21,,,,
alf Tau b,1.46,0.1,20.43,,,,-0.27
bet Cnc b,1.7,0.08,90.54,,,,-0.29
bet Pic b,9.1,0.08,19.75,,,,
bet Pic c,2.7,0.24,19.75,,2860.47,,
bet UMi b,1.4,0.19,38.78,,,,-0.27
eps CrB b,1.3,0.11,69.98,,,,-0.094
eps Eri b,3.39,0.702,3.21,,492.6365,,-0.13
eps Ind A b,11.55,0.26,3.64,,1032.9475,,
eps Tau b,1.93,0.151,49.23,,,,
gam 1 Leo b,1.19,0.144,38.52,,,,
gam Cep b,2.05,0.049,13.54,,,,
gam Lib b,1.24,0.21,47.43,,,,-0.3
gam Lib c,2.17,0.057,47.43,,,,-0.3
iot Dra b,1.275,0.7124,31.67,,,,0.29
kap And b,55,,50.06,1900,4327.36,,-0.36
kap CrB b,2.65,0.167,30.09,,,,
mu Leo b,1.1,0.09,32.63,,,,0.36
nu Oph b,1.79,0.124,46.2,,7057.73298,,0.06
nu Oph c,5.931,0.18,46.2,,7838.32346,,0.06
ome Ser b,1.1,0.106,76.91,,,,-0.24
omi CrB b,0.83,0.191,84.99,,,,
omi UMa b,3.9,0.13,60.5,,,,
pi Men c,0.06839,0,18.28,1170,4.82,2.042,0.08
psi 1 Dra B b,4.43,0.4,22.16,,,,0.01
rho CrB b,0.2196,0.0373,17.48,614,,,-0.31
rho CrB c,0.4123,0.052,17.48,448,,,-0.31
tau Boo b,0.049,0.011,15.66,,,,0.5
tau Cet e,0.538,0.18,3.6,,,,
tau Cet f,1.334,0.16,3.6,,,,
tau Cet g,0.133,0.06,3.6,,,,
tau Cet h,0.243,0.23,3.6,,,,
tau Gem b,1.17,0.031,112.64,,,,0.14
ups And b,0.059222,0.0215,13.41,,,,
ups And c,0.827774,0.2596,13.41,,,,
ups And d,2.51329,0.2987,13.41,,,,
xi Aql b,0.68,0,56.27,,,,-0.205
